,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
63,1,0,2,123,2,0,0,0,0,0,0,0,0,13,1,1,0,0,1,0,21,95,0,0,0,0,0.2673267327,0.0471698113,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
64,1,0,3,170,3,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,26,137,0,0,0,0,0.3956834532,0.9074074074,1,1,1,1,0,0.035971223,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
65,1,1,1,72,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,57,0,0,0,0,0.2262773723,0.7692307692,1,0,0,0,0,0.0218978102,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0
66,0,1,1,44,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,20,0,0,0,0,0.05,0.0703125,0,1,1,0,1,0.0125,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0
67,3,0,3,72,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,36,0,0,0,1,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,0,2,1,1,2,2,1
68,1,1,1,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,21,0,0,0,0,1.0,1.0,0,1,1,1,1,0.0,1,0,0,0,0,0,0,0,0,1,1,2,2,2,1
69,0,0,1,47,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,23,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
70,1,1,1,52,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,20,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1
71,0,0,1,48,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,12,0,0,0,0,0.72,0.1,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,1
72,1,0,1,52,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,15,30,0,0,0,0,0.0352112676,0.18,0,0,0,0,0,0.0633802817,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
73,0,0,3,109,1,1,0,0,0,0,0,0,0,18,1,1,0,1,1,0,57,45,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,1,0,0,0,1,2,1
74,1,1,3,70,1,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,10,53,0,0,0,0,0.4850299401,0.5189873418,0,1,0,0,0,0.0119760479,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0
75,1,1,1,52,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15,30,0,0,0,0,0.3173652695,0.695035461,0,1,1,0,1,0.0119760479,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0
76,1,0,0,127,1,3,0,0,0,0,0,0,0,20,1,1,0,0,0,0,28,92,0,0,0,0,0.1346153846,0.4637681159,0,1,1,1,0,0.0865384615,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
77,1,0,1,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,19,0,0,0,0,0.0482758621,0.4285714286,0,1,0,0,0,0.0068965517,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
78,1,1,1,95,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,13,75,0,0,0,0,0.4166666667,0.4430379747,0,1,1,0,1,0.0454545455,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0
79,3,0,1,55,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,32,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
80,1,0,1,80,2,0,0,0,0,0,0,0,0,17,1,1,0,0,1,0,32,41,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
81,1,1,3,85,1,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,24,54,0,0,0,0,0.1073170732,1.0,1,1,1,1,0,0.0341463415,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
82,3,0,1,62,0,0,0,0,2,0,0,0,0,6,1,1,0,0,1,0,17,38,0,0,0,0,0.1454545455,0.4090909091,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
83,1,1,3,48,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,12,29,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,1,2,1
84,1,1,0,57,2,0,0,0,0,2,0,0,0,3,1,1,0,0,0,0,17,33,0,0,0,0,0.0666666667,0.0769230769,0,1,1,0,0,0.8666666667,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1
85,1,0,0,91,2,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,13,71,0,0,0,0,1.0,0.0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
86,0,0,3,146,3,0,0,0,0,0,0,0,0,8,1,1,0,1,1,0,30,109,0,0,0,0,0.1868852459,0.7848101266,0,1,0,1,0,0.1770491803,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0
87,1,1,1,32,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,13,0,0,0,0,0.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1
88,0,0,1,35,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,15,0,0,0,0,1.0,0.1428571429,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1
89,3,1,1,100,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,32,43,0,1,0,1.0,0.1333333333,1,1,0,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
90,1,1,1,29,2,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,9,13,0,0,0,0,0.0606060606,0.4230769231,0,1,0,0,0,0.0606060606,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
91,1,1,1,34,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,10,17,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
92,1,0,3,89,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,22,48,11,0,0,0,0.0644067797,0.3076923077,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,0,0,3,65,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,15,43,0,0,1,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,2,1,0,2,2,1
94,1,1,3,57,2,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,15,35,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1
95,1,1,3,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,29,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1
96,0,1,3,66,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,35,24,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,1
97,0,1,1,39,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,17,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,1
98,1,1,3,190,2,0,0,0,2,0,2,1,0,71,1,1,0,0,0,0,15,57,110,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
99,1,1,1,92,1,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,17,68,0,0,0,0,0.0496183206,0.3392857143,0,1,1,0,1,0.0229007634,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
100,0,0,1,73,2,0,0,0,0,0,1,0,0,8,1,0,0,0,1,0,18,23,24,0,0,0,0.0698924731,0.0487804878,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0
101,1,1,0,88,2,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,22,59,0,0,0,0,0.0,0.1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
102,0,0,0,104,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,15,82,0,0,1,0,0.9111111111,0.6666666667,0,1,0,0,0,0.0888888889,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1
103,1,0,1,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,9,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
104,1,0,0,129,1,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,13,109,0,0,0,0,0.1724137931,0.1818181818,0,1,0,1,0,0.0517241379,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
105,1,0,0,136,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,109,0,0,0,0,0.0410447761,0.2631578947,0,1,0,0,0,0.0037313433,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
106,1,1,3,79,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,13,59,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
107,1,1,1,50,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,31,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
108,0,0,1,94,1,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,25,62,0,0,0,0,0.1370967742,0.4166666667,0,0,0,0,0,0.0967741935,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
109,1,1,0,225,0,3,0,0,2,0,1,1,0,31,1,1,0,0,1,0,26,55,136,0,2,0,0.0,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
110,1,0,1,57,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,12,38,0,0,0,0,0.0454545455,0.5555555556,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0
111,1,1,0,94,1,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,18,69,0,0,0,0,0.033557047,0.1034482759,0,1,0,0,0,0.0268456376,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
112,1,1,1,52,2,0,0,0,0,0,0,0,0,23,1,1,0,0,0,0,9,36,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
113,1,1,1,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,19,0,0,0,0,0.0985915493,0.32,0,1,0,0,0,0.0845070423,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
114,1,1,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,30,0,0,0,0,0.0,0.0,0,1,0,1,0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1
115,1,1,1,75,1,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,16,52,0,0,0,0,0.0975609756,0.7027027027,0,1,1,0,1,0.0,0,0,0,0,0,1,0,0,0,2,2,2,0,1,0
116,1,1,1,37,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,13,0,0,0,0,0.0,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
117,0,0,1,44,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,10,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,0,1,1,0,1,2,1
